rank,layout_name,word_count,total_frequency,sequence_count,collision_count,collision_group_count,collided_word_count,collided_frequency,weighted_collision_score,weighted_collision_pairs,high_frequency_word_collision_count,average_candidate_ambiguity,first_2_character_ambiguity,first_3_character_ambiguity,channel_load_distribution,channel_entropy,entropy_balance_score,pinky_burden,ring_burden,core_channel_burden,hand_alternation_rate,convergence_auc,average_elimination_rate,average_uniqueness_step,reconstruction_confidence,intent_resolution_score,learnability_index,memorization_complexity,average_field_diversity,cognitive_grouping_score,mnemonic_quality,estimated_learning_difficulty,score,layout
25,evolved_rank_25,800,197112053607,748,52,43,95,78834164022,282035032.82599527,55592504509449588030,31,1.5432573197857302,16.206936616607557,3.3757641558931515,"{""0"": 52396669096, ""1"": 29148293888, ""2"": 66969206885, ""3"": 114321820086, ""4"": 74784325220, ""5"": 32779078004, ""6"": 13024425913, ""7"": 137899419743, ""8"": 21975289331, ""9"": 19422540594}",0.8946138569111829,0.8946138569111829,0.12762843560888748,0.09085066484476016,0.7815208995463524,0.5121643338571366,8.271795614149003,0.16685539766152546,13.013393009350223,0.5366241492815721,221596954073.6677,0.8442482531933267,0.3525058226889108,1.0,1.0,0.7999999999999999,0.15575174680667325,223325671384.03152,"{""a"": 0, ""b"": 7, ""c"": 5, ""d"": 2, ""e"": 7, ""f"": 4, ""g"": 0, ""h"": 4, ""i"": 2, ""j"": 7, ""k"": 3, ""l"": 8, ""m"": 8, ""n"": 3, ""o"": 7, ""p"": 1, ""q"": 1, ""r"": 1, ""s"": 5, ""t"": 3, ""u"": 6, ""v"": 9, ""w"": 9, ""x"": 0, ""y"": 2, ""z"": 0}"
26,evolved_rank_26,800,197112053607,755,45,37,82,28635374673,3089522.8234787425,608982188401591877,15,1.2051238340838033,15.375134613677293,4.166129914263331,"{""0"": 43277907895, ""1"": 28726368727, ""2"": 40488695955, ""3"": 26487107472, ""4"": 72065540776, ""5"": 40280872589, ""6"": 146154399781, ""7"": 25656742849, ""8"": 87098792181, ""9"": 52484640535}",0.9273484051530105,0.9273484051530105,0.17017764883234296,0.2058305034912409,0.6239918476764161,0.43481627502667874,8.832194496356566,0.18309887863765612,12.191546709443136,0.7391837513270457,221297059381.68008,0.6823303189170896,0.3922322702763681,1.0,1.0,0.20000000000000007,0.3176696810829104,223503247249.11108,"{""a"": 8, ""b"": 3, ""c"": 4, ""d"": 3, ""e"": 6, ""f"": 5, ""g"": 3, ""h"": 9, ""i"": 2, ""j"": 5, ""k"": 2, ""l"": 8, ""m"": 5, ""n"": 0, ""o"": 4, ""p"": 5, ""q"": 0, ""r"": 8, ""s"": 7, ""t"": 6, ""u"": 6, ""v"": 9, ""w"": 1, ""x"": 5, ""y"": 1, ""z"": 4}"
27,evolved_rank_27,800,197112053607,748,52,41,93,70903213040,363999612.21753377,71748711076349728853,30,1.398641695827827,12.76038224299479,3.055594984611387,"{""0"": 79317375224, ""1"": 49235968710, ""2"": 81487169780, ""3"": 86029637507, ""4"": 3129084289, ""5"": 64979472904, ""6"": 66632273024, ""7"": 26019236320, ""8"": 48569683655, ""9"": 57321167347}",0.9438566687987608,0.9438566687987608,0.24281753457728844,0.17380840667743688,0.5833740587452747,0.4504481206407928,8.60599823811029,0.1702984908094725,12.227444317313976,0.5437926453686618,221751464746.50897,0.7184846926971091,0.5217176910096359,1.0,0.9,0.5999999999999999,0.2815153073028908,224062572281.57623,"{""a"": 9, ""b"": 8, ""c"": 9, ""d"": 3, ""e"": 0, ""f"": 5, ""g"": 6, ""h"": 1, ""i"": 5, ""j"": 4, ""k"": 3, ""l"": 8, ""m"": 8, ""n"": 2, ""o"": 6, ""p"": 4, ""q"": 1, ""r"": 7, ""s"": 2, ""t"": 3, ""u"": 8, ""v"": 8, ""w"": 0, ""x"": 8, ""y"": 2, ""z"": 2}"
28,evolved_rank_28,800,197112053607,736,64,46,110,70126686690,312921661.57890046,61680631331931741534,31,1.6269095951147436,15.659820348979315,4.953939766265631,"{""0"": 69986332630, ""1"": 3129076646, ""2"": 154856031628, ""3"": 94202693520, ""4"": 39430981611, ""5"": 19274615161, ""6"": 51125551947, ""7"": 74755778505, ""8"": 36537466518, ""9"": 19422540594}",0.8790354840469379,0.8790354840469379,0.15888666372670116,0.0704905953697599,0.770622740903539,0.36868755737215836,8.311237211049734,0.16996561455775067,13.167777759116328,0.5713456189114585,222402815929.64896,0.8215131300885379,0.42828956637154014,1.0,1.0,0.7999999999999999,0.17848686991146206,224335867477.43268,"{""a"": 2, ""b"": 7, ""c"": 5, ""d"": 2, ""e"": 2, ""f"": 6, ""g"": 3, ""h"": 3, ""i"": 4, ""j"": 7, ""k"": 5, ""l"": 8, ""m"": 5, ""n"": 3, ""o"": 7, ""p"": 1, ""q"": 1, ""r"": 2, ""s"": 8, ""t"": 0, ""u"": 6, ""v"": 9, ""w"": 9, ""x"": 2, ""y"": 6, ""z"": 1}"
29,evolved_rank_29,800,197112053607,754,46,36,82,64954043608,261676422.4216165,51579577004057649662,27,1.4980619524858605,14.612259418460619,3.0406962197400347,"{""0"": 88692294035, ""1"": 50707698320, ""2"": 38681168762, ""3"": 27708341879, ""4"": 59791352726, ""5"": 22107925688, ""6"": 162499939669, ""7"": 12552634741, ""8"": 31787719789, ""9"": 68191993151}",0.8978493492294923,0.8978493492294923,0.2787958295780658,0.1466009052953804,0.5746032651265538,0.5074540509165496,8.786520231702983,0.16668024733651615,11.921077575504253,0.6129913657127514,221956577238.74857,0.7826923076923077,0.3076923076923077,1.0,0.9,0.5999999999999999,0.21730769230769234,224345408694.85492,"{""a"": 1, ""b"": 8, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 0, ""g"": 3, ""h"": 6, ""i"": 4, ""j"": 0, ""k"": 4, ""l"": 8, ""m"": 8, ""n"": 6, ""o"": 9, ""p"": 4, ""q"": 1, ""r"": 3, ""s"": 2, ""t"": 6, ""u"": 2, ""v"": 9, ""w"": 4, ""x"": 1, ""y"": 7, ""z"": 3}"
30,evolved_rank_30,800,197112053607,756,44,36,80,39204661147,61133247.100779355,12050099879698797570,21,1.3473856984338592,15.347287580344954,3.1937455808062456,"{""0"": 107136156849, ""1"": 38101126034, ""2"": 73235139238, ""3"": 28029331275, ""4"": 41628799437, ""5"": 53328051264, ""6"": 16043304877, ""7"": 38681168762, ""8"": 117302138019, ""9"": 49235853005}",0.9356100243301597,0.9356100243301597,0.2778854721017963,0.27616393392812405,0.4459505939700796,0.450494657187472,8.79128259982178,0.17275995322578647,12.206315495211074,0.7248071069253288,221471294668.22836,0.7484625048379523,0.2551249838734923,1.0,0.9,0.4,0.2515374951620477,224475807002.8806,"{""a"": 5, ""b"": 3, ""c"": 3, ""d"": 6, ""e"": 8, ""f"": 1, ""g"": 4, ""h"": 9, ""i"": 4, ""j"": 5, ""k"": 6, ""l"": 8, ""m"": 3, ""n"": 8, ""o"": 0, ""p"": 5, ""q"": 5, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 7, ""v"": 2, ""w"": 0, ""x"": 4, ""y"": 1, ""z"": 9}"
31,evolved_rank_31,800,197112053607,756,44,35,79,37029636388,62472271.49416285,12314037727708485071,22,1.2326274194698543,13.25494055720302,2.9643432995223464,"{""0"": 26528102448, ""1"": 25548510371, ""2"": 73235139238, ""3"": 23647200403, ""4"": 48242403247, ""5"": 50198993696, ""6"": 80986491420, ""7"": 38681168762, ""8"": 106421414350, ""9"": 89231644825}",0.9464003915914734,0.9464003915914734,0.20571425827023979,0.23452103012920072,0.5597647116005595,0.5229453202213555,8.577124374325008,0.17419938659450243,13.051697009794829,0.7329352122019059,222909302378.9938,0.6692482531933268,0.3525058226889108,1.0,0.9,0.20000000000000007,0.3307517468066732,225260287742.87622,"{""a"": 5, ""b"": 9, ""c"": 4, ""d"": 6, ""e"": 8, ""f"": 1, ""g"": 4, ""h"": 9, ""i"": 4, ""j"": 5, ""k"": 6, ""l"": 9, ""m"": 3, ""n"": 8, ""o"": 6, ""p"": 9, ""q"": 0, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 7, ""v"": 2, ""w"": 9, ""x"": 0, ""y"": 3, ""z"": 1}"
32,evolved_rank_32,800,197112053607,760,40,30,70,39248565016,59639925.50036698,11755748192345822650,17,1.3337908524314794,13.65983297089134,3.305636064348023,"{""0"": 63143641238, ""1"": 77913382788, ""2"": 51675979169, ""3"": 72733133455, ""4"": 161504, ""5"": 61538926377, ""6"": 43277773112, ""7"": 77495821284, ""8"": 44812145702, ""9"": 70130104131}",0.9451543589188327,0.9451543589188327,0.2368380228994787,0.21809300433771803,0.5450689727628033,0.42186709074297396,8.957999388392812,0.17349580929471672,11.993199187617046,0.7322020292972818,222777876179.872,0.7772355945207804,0.4925480182640653,1.0,0.9,0.8,0.22276440547921958,225303353992.82086,"{""a"": 9, ""b"": 8, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 1, ""g"": 3, ""h"": 1, ""i"": 5, ""j"": 4, ""k"": 3, ""l"": 8, ""m"": 8, ""n"": 6, ""o"": 7, ""p"": 1, ""q"": 1, ""r"": 2, ""s"": 2, ""t"": 3, ""u"": 8, ""v"": 9, ""w"": 9, ""x"": 9, ""y"": 7, ""z"": 5}"
33,evolved_rank_33,800,197112053607,753,47,37,84,74934933922,606440996.3413259,119536830180313911152,30,1.5642725688189476,15.413315766373339,3.4637410103252755,"{""0"": 39820934389, ""1"": 81258154556, ""2"": 96514300295, ""3"": 114186598612, ""4"": 50198986053, ""5"": 21204475412, ""6"": 1689247985, ""7"": 74784325220, ""8"": 14129530277, ""9"": 68934515961}",0.8978622511331973,0.8978622511331973,0.19326706673636934,0.16951148646912093,0.6372214467945098,0.6505132869480023,8.665295672055526,0.1682568656753736,12.287464005118496,0.537734771879196,223343254586.38837,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,225355865110.89554,"{""a"": 4, ""b"": 3, ""c"": 5, ""d"": 1, ""e"": 1, ""f"": 7, ""g"": 6, ""h"": 7, ""i"": 3, ""j"": 6, ""k"": 5, ""l"": 8, ""m"": 0, ""n"": 9, ""o"": 3, ""p"": 1, ""q"": 4, ""r"": 2, ""s"": 9, ""t"": 2, ""u"": 5, ""v"": 8, ""w"": 0, ""x"": 2, ""y"": 0, ""z"": 4}"
34,evolved_rank_34,800,197112053607,751,49,41,90,73545655273,304156667.53841555,59952945356758645816,27,1.4378723212639437,16.55400688367199,3.8637835678200934,"{""0"": 53194968123, ""1"": 106063254635, ""2"": 23296230645, ""3"": 25224095939, ""4"": 84596755678, ""5"": 94534319648, ""6"": 13024560696, ""7"": 3128941863, ""8"": 70495063975, ""9"": 89162877558}",0.895189161371166,0.895189161371166,0.25298119012088294,0.3137581448639556,0.4332606650151615,0.6029466262388228,8.349666081831398,0.1734952052351844,13.107975275517317,0.5228670274801497,223179198983.95575,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,226175668557.1022,"{""a"": 5, ""b"": 4, ""c"": 2, ""d"": 0, ""e"": 9, ""f"": 4, ""g"": 1, ""h"": 4, ""i"": 1, ""j"": 2, ""k"": 5, ""l"": 3, ""m"": 3, ""n"": 5, ""o"": 1, ""p"": 7, ""q"": 6, ""r"": 9, ""s"": 0, ""t"": 8, ""u"": 6, ""v"": 3, ""w"": 2, ""x"": 8, ""y"": 0, ""z"": 7}"
35,evolved_rank_35,800,197112053607,760,40,31,71,41099237114,73343389.37741093,14456866098679299676,17,1.2947239580986079,16.22049379909386,3.553565818280963,"{""0"": 53560511888, ""1"": 38572936284, ""2"": 57829898692, ""3"": 29784083071, ""4"": 104148468091, ""5"": 111349882440, ""6"": 74892576776, ""7"": 11094727166, ""8"": 71675419111, ""9"": 9812565241}",0.9157802378465433,0.9157802378465433,0.11261898771383759,0.19592007748695264,0.6914609347992098,0.5984886045204089,8.787580728435117,0.1763242634393083,12.68979980985887,0.7191461215234682,224385029092.7175,0.8184733136280805,0.1884222879063983,1.0,0.9,0.5999999999999999,0.18152668637191952,226253225712.59875,"{""a"": 2, ""b"": 9, ""c"": 2, ""d"": 4, ""e"": 4, ""f"": 1, ""g"": 8, ""h"": 6, ""i"": 0, ""j"": 7, ""k"": 3, ""l"": 0, ""m"": 7, ""n"": 5, ""o"": 5, ""p"": 5, ""q"": 9, ""r"": 4, ""s"": 6, ""t"": 8, ""u"": 1, ""v"": 0, ""w"": 3, ""x"": 2, ""y"": 3, ""z"": 1}"
36,evolved_rank_36,800,197112053607,744,56,44,100,36624987155,32013129.367494725,6310173672013446401,22,1.2989654931934982,14.9964698329287,3.5063256424083833,"{""0"": 43786504457, ""1"": 29115087229, ""2"": 23647361907, ""3"": 64979472904, ""4"": 21835847549, ""5"": 26714591976, ""6"": 128086827781, ""7"": 102084382714, ""8"": 73235139238, ""9"": 49235853005}",0.9251547905656428,0.9251547905656428,0.16530811200473097,0.18188447554049603,0.652807412454773,0.47686373331368714,8.632387239968226,0.17560919878273287,13.120145651428386,0.7272765830080574,224194200492.22134,0.6734625048379523,0.2551249838734923,1.0,1.0,0.0,0.32653749516204766,226278073506.91458,"{""a"": 7, ""b"": 1, ""c"": 4, ""d"": 7, ""e"": 6, ""f"": 3, ""g"": 4, ""h"": 9, ""i"": 3, ""j"": 2, ""k"": 5, ""l"": 7, ""m"": 2, ""n"": 0, ""o"": 6, ""p"": 1, ""q"": 5, ""r"": 7, ""s"": 5, ""t"": 8, ""u"": 4, ""v"": 8, ""w"": 1, ""x"": 0, ""y"": 2, ""z"": 9}"
37,evolved_rank_37,800,197112053607,751,49,41,90,37473132787,67186320.37548609,13243233583509890553,23,1.2666323883814155,15.276649142896776,3.0684911223334774,"{""0"": 13999067587, ""1"": 101353018828, ""2"": 15494483382, ""3"": 88771749398, ""4"": 55847583262, ""5"": 46553335844, ""6"": 26019371103, ""7"": 19422540594, ""8"": 76037752205, ""9"": 119222166557}",0.9050204564654423,0.9050204564654423,0.23674470628505778,0.3152374788878875,0.4480178148270547,0.4710426928064957,8.655424308267948,0.17415316240085155,12.944841086214456,0.729271634131537,223564265322.01837,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,226598635200.87653,"{""a"": 3, ""b"": 0, ""c"": 5, ""d"": 2, ""e"": 1, ""f"": 3, ""g"": 4, ""h"": 9, ""i"": 5, ""j"": 2, ""k"": 0, ""l"": 4, ""m"": 8, ""n"": 4, ""o"": 8, ""p"": 0, ""q"": 6, ""r"": 6, ""s"": 1, ""t"": 9, ""u"": 3, ""v"": 7, ""w"": 7, ""x"": 2, ""y"": 1, ""z"": 5}"
38,evolved_rank_38,800,197112053607,761,39,32,71,43602000551,175270255.8682533,34547880070415751658,20,1.2897322472417885,18.558181380263864,3.2452179468505293,"{""0"": 139835763319, ""1"": 18003077902, ""2"": 82538967371, ""3"": 11094727166, ""4"": 49243412069, ""5"": 75747458268, ""6"": 17732391358, ""7"": 39043662233, ""8"": 110178952303, ""9"": 19302656771}",0.8804170879394566,0.8804170879394566,0.2828016026495578,0.2277896409449519,0.4894087564054903,0.4742272199673283,8.91000147242674,0.17450323008929594,12.218377236761087,0.7091255218094695,223761577634.17627,0.6484625048379523,0.2551249838734923,1.0,0.9,0.0,0.3515374951620477,226637338837.16898,"{""a"": 5, ""b"": 4, ""c"": 1, ""d"": 6, ""e"": 8, ""f"": 5, ""g"": 6, ""h"": 0, ""i"": 4, ""j"": 3, ""k"": 6, ""l"": 1, ""m"": 3, ""n"": 8, ""o"": 0, ""p"": 9, ""q"": 5, ""r"": 7, ""s"": 0, ""t"": 2, ""u"": 7, ""v"": 8, ""w"": 9, ""x"": 8, ""y"": 2, ""z"": 1}"
39,evolved_rank_39,800,197112053607,764,36,28,64,42358511493,186695815.8012854,36799995652425559795,18,1.3076503813049738,14.001125864440754,2.846954413056104,"{""0"": 93476624382, ""1"": 67741461599, ""2"": 82927685873, ""3"": 26896007011, ""4"": 23165640032, ""5"": 41120229596, ""6"": 76168067151, ""7"": 74892576776, ""8"": 10880858452, ""9"": 65451917888}",0.9418636296436771,0.9418636296436771,0.28242863310629457,0.13971810265474943,0.577853264238956,0.5954387286508728,9.099495784032722,0.17123853563799887,11.938636783374417,0.7285435065240485,224907679261.89398,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,227107023713.4431,"{""a"": 0, ""b"": 2, ""c"": 4, ""d"": 4, ""e"": 6, ""f"": 1, ""g"": 5, ""h"": 7, ""i"": 5, ""j"": 5, ""k"": 4, ""l"": 8, ""m"": 3, ""n"": 0, ""o"": 9, ""p"": 2, ""q"": 8, ""r"": 1, ""s"": 7, ""t"": 2, ""u"": 6, ""v"": 3, ""w"": 1, ""x"": 9, ""y"": 3, ""z"": 0}"
40,evolved_rank_40,800,197112053607,751,49,37,86,56302620814,274869419.2044068,54180075693143990925,29,1.3155040765847485,14.370596065751739,3.273766459359153,"{""0"": 136258896653, ""1"": 79020051781, ""2"": 68934677465, ""3"": 16674677014, ""4"": 49243431147, ""5"": 72065521698, ""6"": 25548491293, ""7"": 26019236320, ""8"": 38757253197, ""9"": 50198832192}",0.9290993350400925,0.9290993350400925,0.33135018252626336,0.20929961843712647,0.4593501990366102,0.36185346724460943,8.88188905770578,0.17492880065759275,12.165264223125334,0.6147205625972787,224395147213.98984,0.660197805495165,0.54934064834945,1.0,0.9,0.4,0.33980219450483495,227433823545.1201,"{""a"": 9, ""b"": 4, ""c"": 5, ""d"": 3, ""e"": 0, ""f"": 6, ""g"": 3, ""h"": 1, ""i"": 4, ""j"": 2, ""k"": 1, ""l"": 8, ""m"": 8, ""n"": 2, ""o"": 5, ""p"": 0, ""q"": 1, ""r"": 7, ""s"": 2, ""t"": 0, ""u"": 8, ""v"": 8, ""w"": 1, ""x"": 8, ""y"": 1, ""z"": 4}"
41,evolved_rank_41,800,197112053607,746,54,40,94,64619203181,164115998.37474227,32349241469408525671,31,1.3814256264657476,16.629286596969404,3.6459389308928514,"{""0"": 46406830680, ""1"": 135395900543, ""2"": 26924190050, ""3"": 41120068092, ""4"": 77967631534, ""5"": 64266600228, ""6"": 18216900817, ""7"": 35831666778, ""8"": 63143641238, ""9"": 53447638800}",0.9390672251408066,0.9390672251408066,0.17744931729682195,0.3528205229964065,0.4697301597067716,0.45887056032464846,8.752733044205598,0.1741540676477986,12.554793785102731,0.5902394097063394,225260265493.16055,0.8442482531933267,0.3525058226889108,1.0,1.0,0.7999999999999999,0.15575174680667325,228132527335.05066,"{""a"": 9, ""b"": 7, ""c"": 6, ""d"": 2, ""e"": 8, ""f"": 5, ""g"": 3, ""h"": 1, ""i"": 3, ""j"": 2, ""k"": 2, ""l"": 2, ""m"": 6, ""n"": 0, ""o"": 4, ""p"": 0, ""q"": 0, ""r"": 7, ""s"": 5, ""t"": 1, ""u"": 4, ""v"": 9, ""w"": 1, ""x"": 5, ""y"": 5, ""z"": 4}"
42,evolved_rank_42,800,197112053607,760,40,32,72,41261414494,90017655.46773426,17743564930132493012,22,1.274712002838557,16.432128219245417,3.7014049181926345,"{""0"": 69986628917, ""1"": 78876246270, ""2"": 98797726358, ""3"": 33141571475, ""4"": 56662429941, ""5"": 18234416219, ""6"": 106421414350, ""7"": 14241721222, ""8"": 20906996120, ""9"": 65451917888}",0.9249502187980967,0.9249502187980967,0.24068504686247036,0.17732274110489624,0.5819922120326334,0.4621134064823228,9.049469563531028,0.17841132944059576,12.230141267293808,0.7054402461010224,225898835906.75995,0.6484625048379523,0.2551249838734923,1.0,0.9,0.0,0.3515374951620477,228242522957.52948,"{""a"": 1, ""b"": 8, ""c"": 3, ""d"": 5, ""e"": 6, ""f"": 1, ""g"": 7, ""h"": 2, ""i"": 4, ""j"": 0, ""k"": 4, ""l"": 2, ""m"": 8, ""n"": 6, ""o"": 9, ""p"": 1, ""q"": 0, ""r"": 3, ""s"": 2, ""t"": 0, ""u"": 2, ""v"": 5, ""w"": 4, ""x"": 9, ""y"": 7, ""z"": 5}"
43,evolved_rank_43,800,197112053607,756,44,36,80,51531340051,133464024.38194254,26307367928579414191,20,1.3100846198622802,16.948790142097927,2.9208370165118818,"{""0"": 109417314241, ""1"": 66881297523, ""2"": 44335648960, ""3"": 42693932412, ""4"": 7122469938, ""5"": 27070883520, ""6"": 63143641238, ""7"": 12552634741, ""8"": 36751308511, ""9"": 152751937676}",0.8821135598526717,0.8821135598526717,0.46589556793156955,0.1841633658081482,0.34994106626028226,0.487200714606171,8.989555214191059,0.17174863936352522,12.13478720625057,0.6755883770837589,225198097250.25833,0.721513130088538,0.42828956637154014,1.0,1.0,0.4,0.27848686991146204,228744997412.17908,"{""a"": 1, ""b"": 5, ""c"": 4, ""d"": 3, ""e"": 6, ""f"": 9, ""g"": 3, ""h"": 9, ""i"": 0, ""j"": 2, ""k"": 2, ""l"": 5, ""m"": 8, ""n"": 2, ""o"": 9, ""p"": 5, ""q"": 4, ""r"": 3, ""s"": 8, ""t"": 0, ""u"": 9, ""v"": 5, ""w"": 1, ""x"": 1, ""y"": 7, ""z"": 3}"
44,evolved_rank_44,800,197112053607,730,70,54,124,54505487790,70554897.39815018,13907220718180561580,37,1.3794694991262761,18.387008121046186,3.730407937949093,"{""0"": 58959330638, ""1"": 17862955250, ""2"": 109417314241, ""3"": 22107925688, ""4"": 63223277183, ""5"": 36927528944, ""6"": 139181393443, ""7"": 62556702838, ""8"": 0, ""9"": 52484640535}",0.8802419205606621,0.8802419205606621,0.19804478161547343,0.031743889187164115,0.7702113291973625,0.47761673243731323,8.61178863997584,0.17438792489806618,13.500484373389414,0.6585303183528411,227569926406.3586,0.7165384615384616,0.4615384615384615,0.9,0.8999999999999999,0.5999999999999999,0.2834615384615385,229394460068.47485,"{""a"": 4, ""b"": 5, ""c"": 3, ""d"": 3, ""e"": 6, ""f"": 5, ""g"": 1, ""h"": 9, ""i"": 2, ""j"": 5, ""k"": 5, ""l"": 7, ""m"": 6, ""n"": 0, ""o"": 6, ""p"": 0, ""q"": 1, ""r"": 7, ""s"": 7, ""t"": 2, ""u"": 4, ""v"": 9, ""w"": 1, ""x"": 5, ""y"": 0, ""z"": 4}"
45,evolved_rank_45,800,197112053607,755,45,36,81,41240255232,36233765.765992254,7142111980049747265,20,1.3510558904985333,16.19655488904928,3.819541632071268,"{""0"": 63143776021, ""1"": 77913248005, ""2"": 62770544831, ""3"": 78797754266, ""4"": 43737502563, ""5"": 79928796154, ""6"": 59451507098, ""7"": 25577222158, ""8"": 20693154127, ""9"": 50707563537}",0.9690014923249655,0.9690014923249655,0.2023228662983605,0.1752314025655498,0.6224457311360897,0.3976427394389076,8.853588708952048,0.17594217594160846,13.045151382983125,0.7250862213832894,227484891343.31036,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,229650184088.0194,"{""a"": 9, ""b"": 8, ""c"": 3, ""d"": 5, ""e"": 0, ""f"": 1, ""g"": 3, ""h"": 1, ""i"": 4, ""j"": 7, ""k"": 4, ""l"": 8, ""m"": 2, ""n"": 6, ""o"": 5, ""p"": 1, ""q"": 0, ""r"": 2, ""s"": 2, ""t"": 3, ""u"": 7, ""v"": 4, ""w"": 6, ""x"": 9, ""y"": 7, ""z"": 5}"
46,evolved_rank_46,800,197112053607,754,46,37,83,44182558862,98168475.83815043,19350189871926989712,18,1.287122264536085,14.663236906783245,2.890391534035376,"{""0"": 26528102448, ""1"": 74784325220, ""2"": 46526579720, ""3"": 82138612636, ""4"": 46553316766, ""5"": 50199012774, ""6"": 16674677014, ""7"": 103152564133, ""8"": 87048790820, ""9"": 29115087229}",0.9459758075945731,0.9459758075945731,0.09888236422285401,0.2875902912194348,0.6135273445577112,0.5832044883651726,9.159417996077325,0.1732443028065306,12.242055589457395,0.6925875486244332,227992418542.88657,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,230046584223.0158,"{""a"": 5, ""b"": 9, ""c"": 4, ""d"": 6, ""e"": 8, ""f"": 1, ""g"": 6, ""h"": 1, ""i"": 4, ""j"": 5, ""k"": 3, ""l"": 8, ""m"": 3, ""n"": 2, ""o"": 7, ""p"": 9, ""q"": 0, ""r"": 0, ""s"": 7, ""t"": 3, ""u"": 8, ""v"": 2, ""w"": 9, ""x"": 0, ""y"": 7, ""z"": 5}"
47,evolved_rank_47,800,197112053607,735,65,48,113,65567055528,378523563.15100986,74611556871334508043,29,1.5278066535262629,15.321902615932903,3.4446806427513534,"{""0"": 133129973868, ""1"": 49235968710, ""2"": 90909805292, ""3"": 34830657956, ""4"": 56678855806, ""5"": 25548510371, ""6"": 81116920529, ""7"": 27538386778, ""8"": 13024425913, ""9"": 50707563537}",0.9221718074671981,0.9221718074671981,0.3266938943837671,0.11064166259172713,0.5626644430245058,0.43553113819243144,8.6788784895752,0.17002673076684813,13.153439840595958,0.5759860216278935,227860142509.914,0.696513130088538,0.42828956637154014,1.0,0.9,0.4,0.303486869911462,230330747977.79712,"{""a"": 9, ""b"": 4, ""c"": 3, ""d"": 7, ""e"": 0, ""f"": 5, ""g"": 3, ""h"": 1, ""i"": 4, ""j"": 7, ""k"": 4, ""l"": 2, ""m"": 2, ""n"": 2, ""o"": 6, ""p"": 4, ""q"": 1, ""r"": 3, ""s"": 2, ""t"": 0, ""u"": 8, ""v"": 4, ""w"": 6, ""x"": 9, ""y"": 7, ""z"": 5}"
48,evolved_rank_48,800,197112053607,755,45,38,83,40391341032,11151660.46380915,2198126695149411656,18,1.226181010659496,18.4643475817592,3.052143053115829,"{""0"": 74804341896, ""1"": 20655492413, ""2"": 107136156849, ""3"": 37700771299, ""4"": 28046827599, ""5"": 50311724358, ""6"": 88800384087, ""7"": 296287, ""8"": 99434666119, ""9"": 55830407853}",0.9027630076311186,0.9027630076311186,0.23214831823671347,0.2134097427640804,0.5544419389992061,0.4518059720022869,9.40324271213362,0.17669447724655554,11.690783407946618,0.7384375173585576,227986090516.85336,0.6684733136280805,0.1884222879063983,1.0,0.9,0.0,0.3315266863719195,230519432105.45746,"{""a"": 8, ""b"": 4, ""c"": 1, ""d"": 4, ""e"": 6, ""f"": 3, ""g"": 0, ""h"": 8, ""i"": 5, ""j"": 7, ""k"": 3, ""l"": 5, ""m"": 3, ""n"": 9, ""o"": 2, ""p"": 0, ""q"": 7, ""r"": 2, ""s"": 6, ""t"": 0, ""u"": 1, ""v"": 4, ""w"": 2, ""x"": 1, ""y"": 9, ""z"": 5}"
49,evolved_rank_49,800,197112053607,763,37,31,68,40750581650,44501032.816548504,8771689966102375267,17,1.2770833909675243,18.65084674994956,3.3513612123035608,"{""0"": 112379636669, ""1"": 39267091934, ""2"": 100598940459, ""3"": 30303264263, ""4"": 78476343801, ""5"": 42559923474, ""6"": 24798020991, ""7"": 11094700445, ""8"": 95534823923, ""9"": 27708322801}",0.9150247646747804,0.9150247646747804,0.24894742217257798,0.23955370314114344,0.5114988746862786,0.5632108928108043,9.24699890167621,0.17724733315021687,12.058622082513729,0.7112549194963145,227930376707.37405,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,230541367521.12106,"{""a"": 2, ""b"": 6, ""c"": 2, ""d"": 6, ""e"": 0, ""f"": 8, ""g"": 9, ""h"": 0, ""i"": 5, ""j"": 0, ""k"": 1, ""l"": 3, ""m"": 7, ""n"": 2, ""o"": 4, ""p"": 5, ""q"": 7, ""r"": 9, ""s"": 1, ""t"": 8, ""u"": 4, ""v"": 3, ""w"": 3, ""x"": 4, ""y"": 1, ""z"": 5}"
